City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
374,Couvin,BE,60.39,broken clouds,50.0528,4.495,La Calestienne
377,Kununurra,AU,66.18,clear sky,-15.7667,128.7333,Hotel Kununurra
380,Banes,CU,92.01,few clouds,20.9625,-75.7186,Hostal Iván y yailet
381,Lubana,LV,62.02,overcast clouds,56.9,26.7167,Naktsmītne Lubānā
382,Aguimes,ES,71.65,few clouds,27.9054,-15.4461,Hotel Villa de Aguimes
384,Pangnirtung,CA,52.97,overcast clouds,66.1451,-65.7125,Kilabuk Lodge
385,Sale,MA,68.76,clear sky,34.0389,-6.8166,Hôtel Mercure Rabat Sheherazade
386,Taltal,CL,64.13,few clouds,-25.4,-70.4833,Residencial Karime
387,Saint-Georges,GD,85.68,few clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
388,Half Moon Bay,US,87.82,few clouds,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
389,Usinsk,RU,48.2,overcast clouds,65.9939,57.5281,Dobro Pozhalovaty
390,Eyl,SO,84.69,scattered clouds,7.9803,49.8164,Amiin Hotel
391,Riyadh,SA,98.74,clear sky,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
392,Estelle,US,96.01,thunderstorm,29.8458,-90.1067,Boomtown Casino & Hotel New Orleans
393,Marrakesh,MA,86.07,few clouds,31.6315,-8.0083,Novotel Marrakech Hivernage
394,Lingyuan,CN,63.23,scattered clouds,41.24,119.4011,Guomao Hotel
395,Ouidah,BJ,77.56,scattered clouds,6.3631,2.0851,Le Jardin Secret Ouidah
397,Biggar,GB,60.3,overcast clouds,55.6167,-3.5167,The Mill Bed and Breakfast
399,Conceicao Do Araguaia,BR,96.66,scattered clouds,-8.2578,-49.2647,Tarumã Tropical Hotel
400,Changji,CN,70.59,clear sky,44.0167,87.3167,Lvye Holiday Resort
401,San Quintin,MX,79.48,clear sky,30.4833,-115.95,Don Eddie's Sport Fishing Center
402,College,US,73.35,broken clouds,64.8569,-147.8028,Pike's Waterfront Lodge
403,Zhigansk,RU,61.21,broken clouds,66.7697,123.3711,Gostinichnyy Kompleks Aylgy
404,Winnetka,US,80.04,scattered clouds,42.1081,-87.7359,Little House of Glencoe
405,Uyutne,UA,74.82,clear sky,45.1994,33.3014,Apogey Gotel' Zat
406,Alice Town,BS,85.17,few clouds,25.7167,-79.3,Bimini Big Game Club Resort & Marina
407,Bambous Virieux,MU,69.22,light rain,-20.3428,57.7575,Casa Tia Villa
410,Port Hawkesbury,CA,75.88,scattered clouds,45.6169,-61.3485,MacKenzie House Tourist Home B&B
411,Manbij,SY,86.77,clear sky,36.5281,37.9549,Manbej City Hotel
412,Svatove,UA,77.0,few clouds,49.4103,38.1503,Myslyvsʹka Vatra
413,Medak,IN,76.66,overcast clouds,18.0333,78.2667,Haritha Heritage Hotel
414,Ust-Tsilma,RU,50.76,scattered clouds,65.441,52.1498,U Praskov'i
415,Alta Floresta,BR,97.29,few clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
416,Saint Anthony,US,81.1,broken clouds,45.0205,-93.218,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel"
417,Rio De Janeiro,BR,69.91,few clouds,-22.9028,-43.2075,Hotel Málaga
418,Kayan,MM,78.94,overcast clouds,16.9056,96.5631,ဖြိုးရတနာ ရွှေဆိုင်
419,Puerto El Triunfo,SV,91.56,overcast clouds,13.2833,-88.55,Hotel Jardin
420,Ayorou,NE,91.99,scattered clouds,14.7308,0.9174,Hotel Amenokal
421,Crestview,US,97.77,few clouds,30.7621,-86.5705,"Holiday Inn Express & Suites Crestview South I-10, an IHG Hotel"
422,Vallenar,CL,84.99,clear sky,-28.5708,-70.7581,Humacao Bed & Breakfast
423,North Bend,US,77.92,clear sky,43.4065,-124.2243,Red Lion Hotel Coos Bay
424,Oussouye,SN,78.19,overcast clouds,12.485,-16.5469,Auberge du Routard
425,Unguia,CO,86.83,overcast clouds,8.0434,-77.0945,Residencias El Golfo
426,Sahuaripa,MX,96.12,clear sky,29.05,-109.2333,Estatua de Sahuaripa
428,Pueblo,US,76.48,haze,38.2545,-104.6091,Courtyard by Marriott Pueblo Downtown
429,Kampot,KH,78.85,overcast clouds,10.6167,104.1833,Two Moons Hotel
430,Iracoubo,GF,80.46,scattered clouds,5.4802,-53.2011,Le Gîte d’Iracoubo
431,Nyurba,RU,59.14,overcast clouds,63.2842,118.3319,Gostinitsa Alrosa
432,Aktau,KZ,79.38,clear sky,43.65,51.2,Silk Way Hotel
433,Jalu,LY,92.16,clear sky,29.0331,21.5482,صاحبة الفخامة
436,Tangshan,CN,69.21,clear sky,39.6333,118.1833,Civil Affairs Hotel
437,Mae Sai,TH,77.45,overcast clouds,20.4335,99.8762,Piyaporn Hill Paradise Hotel
439,Tawang,IN,57.47,moderate rain,27.5833,91.8667,Hotel Mount View
440,Makokou,GA,71.78,light rain,0.5738,12.8642,Motel des voyageurs
441,Abu Dhabi,AE,93.31,clear sky,24.4667,54.3667,Ramee Garden Hotel Apartments
442,Esil,KZ,74.08,clear sky,51.9556,66.4042,Egorkino Hotel
443,Sosnovoborsk,RU,56.75,overcast clouds,56.1325,93.3589,"Barskiye Zadvorki, Banya"
444,Kalaleh,IR,78.96,clear sky,37.3807,55.4916,عطر و ادکلن پارسیس
445,Zhangjiakou,CN,61.25,clear sky,40.81,114.8794,Shell Zhangjiakou City Qiaodong District Ginza Hotel
448,Ghanzi,BW,56.12,clear sky,-21.5667,21.7833,Ghanzi Farmhouse
449,Meulaboh,ID,75.07,overcast clouds,4.1363,96.1285,Kost Pria
450,Farafangana,MG,66.06,few clouds,-22.8167,47.8333,Miarina
451,Ierapetra,GR,88.45,clear sky,35.01,25.7353,Cretan Villa Hotel & Apartments in Ierapetra Crete.
452,Hobyo,SO,78.08,clear sky,5.3505,48.5268,Halane Hotel and Restaurent
455,Gushikawa,JP,81.99,broken clouds,26.3544,127.8686,Kirari Guest House
456,Fort Nelson,CA,89.38,clear sky,58.8053,-122.7002,The Fort Nelson Hotel
458,Hailar,CN,52.34,clear sky,49.2,119.7,Holiday Inn & Suites Hulunbuir
459,Astoria,US,66.47,overcast clouds,46.1879,-123.8313,Best Western Astoria Bayfront Hotel
460,Chumphon,TH,73.76,overcast clouds,10.3333,98.8333,สกาน จ๋า.
461,Oktyabrskiy,RU,65.07,scattered clouds,54.4815,53.471,Уязы-Тау гостиница
462,Aklavik,CA,82.54,overcast clouds,68.2191,-135.0107,Aklavik Inn
463,Kanbe,MM,78.85,overcast clouds,16.7053,96.0017,CBT Mingalar Bar Bio Garden
464,Post Falls,US,87.31,clear sky,47.718,-116.9516,Red Lion Hotel Templin's on the River
466,Lexington Park,US,82.65,scattered clouds,38.2668,-76.4538,TownePlace Suites by Marriott Lexington Park Patuxent River Naval Air Station
467,Pecos,US,86.09,thunderstorm,31.4229,-103.4932,Knights Inn & Suites Pecos
468,Aljezur,PT,64.94,clear sky,37.3191,-8.8033,Amazigh Hostel
469,Kabompo,ZM,60.58,clear sky,-13.5927,24.2008,Big Tree
470,Sechura,PE,76.95,clear sky,-5.5569,-80.8222,Hospedaje Costa Bella
471,Sibu,MY,74.88,overcast clouds,2.3,111.8167,RH HOTEL (4 Star)
472,Doha,QA,97.11,clear sky,25.2867,51.5333,Movenpick Hotel Doha
473,Doaba,PK,84.38,few clouds,33.4244,70.7364,mian hayat khan
474,Ilo,PE,63.66,scattered clouds,-17.6394,-71.3375,Torreblanca Hotel
475,Carutapera,BR,78.13,broken clouds,-1.195,-46.02,Lidera
476,Camacha,PT,69.22,scattered clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
477,Tulun,RU,55.15,light rain,54.5611,100.5792,Квартира
478,Huntington,US,85.37,few clouds,38.4193,-82.4452,Ramada Limited Huntington
479,Guadalajara,MX,82.78,scattered clouds,20.6667,-103.3333,Hotel Aranzazú
480,Kamakura,JP,84.96,clear sky,35.3089,139.5503,Kamakura Park Hotel
481,Cayenne,GF,87.84,few clouds,4.9333,-52.3333,Hôtel Le Dronmi
482,Ballina,AU,61.79,scattered clouds,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
483,Banjarmasin,ID,73.54,overcast clouds,-3.3244,114.591,Swiss-Belhotel Borneo Banjarmasin
484,Caravelas,BR,70.34,overcast clouds,-17.7125,-39.2481,Pousada dos Navegantes
485,Borisoglebskiy,RU,67.64,broken clouds,57.2586,39.1508,Парк отель Eleon
486,Ponta Delgada,PT,72.32,broken clouds,37.7333,-25.6667,Vila Nova Hotel
487,Itarema,BR,81.21,overcast clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
488,Ijui,BR,63.48,clear sky,-28.3878,-53.9147,Hotel Vera Cruz
489,Winchester,GB,63.43,broken clouds,51.0651,-1.3187,"The Wykeham Arms, Winchester"
490,Maumere,ID,77.79,broken clouds,-8.6199,122.2111,Sylvia Hotel
491,Peleduy,RU,57.06,light rain,59.6289,112.7406,Гостиница «Уют»
492,Pekan,MY,75.83,broken clouds,3.4836,103.3996,Pekan Budget Hotel
493,Buffalo Grove,US,79.97,scattered clouds,42.1514,-87.9598,The Westin Chicago North Shore
494,Tucurui,BR,91.08,broken clouds,-3.7661,-49.6725,BBB Rooms Centro Tucurui PA
495,Niteroi,BR,69.58,few clouds,-22.8833,-43.1036,Guesthouse
496,Paamiut,GL,47.95,light rain,61.994,-49.6678,Hotel Ivaana
497,General Roca,AR,61.2,clear sky,-39.0333,-67.5833,Hotel y Casino del Río General Roca
498,Santa Helena De Goias,BR,84.11,clear sky,-17.8136,-50.5969,Hotel Pacheco
499,Santa Cruz,BO,74.66,smoke,-17.8,-63.1667,Aviador Hotel Boutique
500,Gat,IL,86.4,clear sky,31.61,34.7642,OlusHome
501,Vanimo,PG,76.68,scattered clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
502,Zanjan,IR,68.07,overcast clouds,36.6736,48.4787,Qasr Hotel
503,Mineros,BO,76.59,overcast clouds,-17.1167,-63.2333,Colpacaranda Eco Resort
504,Beverungen,DE,61.77,few clouds,51.6667,9.3667,AKZENT Hotel Stadt Bremen
505,Gerash,IR,90.93,clear sky,27.6652,54.1371,Sa'adat House
506,Sabratah,LY,91.33,clear sky,32.7933,12.4885,M.Shegwara
507,Kankan,GN,72.77,light rain,10.3854,-9.3057,Hotel Bate
508,Surskoye,RU,67.89,overcast clouds,54.4821,46.7214,Sura
509,Raha,IN,76.68,overcast clouds,26.2333,92.5167,Bishnu Rajbingshi Rent House
510,Newport,GB,65.07,broken clouds,51.5877,-2.9984,ibis budget Newport
511,La Asuncion,VE,82.98,clear sky,11.0333,-63.8628,Colinas de Matasiete
512,Loa Janan,ID,72.86,broken clouds,-0.583,117.095,Rumah Elys Fitria Wahyuning Tyas
513,A Coruna,ES,66.58,fog,43.3713,-8.396,Hotel Zenit Coruña
515,Borsice,CZ,64.72,overcast clouds,49.0625,17.3508,Chata Chřibalka
517,Tiberias,IL,79.38,clear sky,32.7922,35.5312,Aviv Hostel
518,Otse,BW,47.57,clear sky,-25.0167,25.7333,Baratani Lodge
519,Haines Junction,CA,78.84,scattered clouds,60.7522,-137.5108,Parkside Inn
520,Guasdualito,VE,74.39,overcast clouds,7.2424,-70.7324,Hotel Cuibas
521,Auki,SB,75.94,overcast clouds,-8.7676,160.7034,Auki Motel
522,Noumea,NC,66.99,broken clouds,-22.2763,166.4572,Hôtel Le Lagon
523,Persianovskiy,RU,88.56,clear sky,47.5137,40.1075,Otel' Dinastiya
524,San Cristobal,VE,84.38,broken clouds,7.7669,-72.225,Posada Villaven C.A.
525,Mehamn,NO,49.91,moderate rain,71.0357,27.8492,Mehamn Arctic Hotel AS
526,Flin Flon,CA,86.67,clear sky,54.7682,-101.865,Victoria Inn Flin Flon
527,Karaton,ID,79.95,clear sky,-6.3424,106.1045,Parkir Mobil Wisata CAS Water Park
528,Iqaluit,CA,47.91,overcast clouds,63.7506,-68.5145,Frobisher Inn
529,Yashkul,RU,84.67,clear sky,46.1711,45.3435,Bon Voyazh
530,Comodoro Rivadavia,AR,64.26,clear sky,-45.8667,-67.5,Austral Hotel
531,Amalapuram,IN,83.16,overcast clouds,16.5833,82.0167,swayamprabha service apartments
532,Galesong,ID,75.22,broken clouds,-5.3166,119.3661,Sapriadi Appy
534,Athabasca,CA,96.37,broken clouds,54.7169,-113.2854,Athabasca Lodge Motel
535,Gotsu,JP,77.27,light rain,35.0,132.2167,Yurusato
536,Ilovlya,RU,81.7,overcast clouds,49.3033,43.9796,"Tri Sosny, Baza Otdykha"
537,Aliwal North,ZA,46.87,scattered clouds,-30.6937,26.7114,Queens Terrace B&B
538,Dauphin,CA,86.11,clear sky,51.1494,-100.0502,Canway Inn & Suites
540,Pilani,IN,80.82,broken clouds,28.3684,75.6041,Hotel Sunshine
541,Santa Isabel Do Rio Negro,BR,84.87,overcast clouds,-0.4139,-65.0192,Hotel GSA
542,Nosy Varika,MG,64.6,scattered clouds,-20.5833,48.5333,Hotel Volazara
543,Pangody,RU,59.36,overcast clouds,65.85,74.4859,Elizaveta Shevchuk's House
544,Nouakchott,MR,80.53,overcast clouds,18.0858,-15.9785,HOTEL IMAN فندق إيمان
547,Dalvik,IS,56.75,overcast clouds,65.9702,-18.5286,Dalvík HI Hostel
548,Foz,ES,67.93,clear sky,43.5692,-7.2544,Hotel Balcón de San Bartolo
551,Karratha,AU,60.96,clear sky,-20.7377,116.8463,ibis Styles Karratha
554,Saint-Joseph,RE,66.56,scattered clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
555,Kryve Ozero,UA,75.22,clear sky,47.9524,30.3493,Hotel Oktan
557,Miranda,CO,88.65,scattered clouds,3.2499,-76.2281,unidiversidad organica la utopia
558,Siva,EG,94.57,clear sky,29.2041,25.5195,Qasr Alzaytuna Inn
559,Knysna,ZA,56.91,scattered clouds,-34.0363,23.0471,Protea Hotel by Marriott Knysna Quays
560,Ararangua,BR,69.24,overcast clouds,-28.9347,-49.4858,Hotel Mazzuco
561,Caarapo,BR,69.62,broken clouds,-22.6342,-54.8222,Hotel Pousada Quinta do Sul
562,Chokwe,MZ,65.91,clear sky,-24.5333,32.9833,Complexo Sonho Real
563,Qasigiannguit,GL,57.45,clear sky,68.8193,-51.1922,Hotel Diskobay
564,Odweyne,SO,73.98,clear sky,9.4092,45.064,Eng Hiirey House
565,Shiyan,CN,78.12,light rain,32.6475,110.7781,Fenghuang Garden Holiday Hotel
566,Olinda,BR,78.53,broken clouds,-8.0089,-34.8553,Hotel Albergue de Olinda
567,Port Keats,AU,74.26,overcast clouds,-14.25,129.55,TDC Village (Hundred Man Camp)
568,Guarapari,BR,72.91,few clouds,-20.6667,-40.4975,Hotel Porto do Sol
569,Chandler,US,103.91,broken clouds,33.3062,-111.8412,"Crowne Plaza Hotels & Resorts Phoenix - Chandler Golf Resort, an IHG Hotel"
570,Lasa,IT,57.02,overcast clouds,46.6166,10.7002,Pension Feldgärtenhof
571,Kralendijk,BQ,81.19,overcast clouds,12.15,-68.2667,Divi Flamingo Beach Resort & Casino
572,Slave Lake,CA,86.22,overcast clouds,55.2834,-114.769,Super 8 by Wyndham Slave Lake AB
573,Ughelli,NG,77.32,overcast clouds,5.4899,6.0074,Prestige Hotel
574,Sergeyevka,KZ,68.32,clear sky,53.88,67.4158,Amina
575,Inhambane,MZ,64.85,clear sky,-23.865,35.3833,Oceano
576,Tukrah,LY,81.73,clear sky,32.5341,20.5791,Lokta restaurant
578,San Carlos De Bariloche,AR,53.44,broken clouds,-41.1456,-71.3082,Hotel Patagonia
579,Boden,SE,57.2,overcast clouds,65.8252,21.6886,Quality Hotel Bodensia
581,Marsa Matruh,EG,80.85,clear sky,31.3525,27.2453,Beau Site
582,Loreto,MX,80.76,clear sky,22.2667,-101.9667,José de Jesús Velásquez mora
583,Bathsheba,BB,86.61,few clouds,13.2167,-59.5167,Atlantis Hotel
584,Klaksvik,FO,49.12,broken clouds,62.2266,-6.589,Airbnb rooms
585,Russell,US,94.28,few clouds,32.3502,-85.1999,Macs
586,Dukhovshchina,RU,64.54,overcast clouds,55.1919,32.4111,Gostinitsa
587,Cruzilia,BR,64.36,few clouds,-21.8386,-44.8083,Pousada Cruzília
588,Nianzishan,CN,57.67,overcast clouds,47.5167,122.8833,Wenhua Hotel
589,Maracaibo,VE,92.44,clear sky,10.6317,-71.6406,Motel Aladdin
590,Villanueva De La Serena,ES,77.83,broken clouds,38.9766,-5.7974,Hotel Veracruz
591,Batsfjord,NO,56.98,shower rain,70.6345,29.7185,Adventure Apartements
592,San Policarpo,PH,83.03,overcast clouds,12.1791,125.5072,JM Lodge
593,Mayo,US,80.11,mist,38.8876,-76.5119,Resorts Resource Group International
594,San Andres,CO,86.02,scattered clouds,12.5847,-81.7006,Hotel Arena Blanca
595,Smoky Lake,CA,95.29,overcast clouds,54.1169,-112.4686,Country Garden Hotel
596,Topolobampo,MX,96.06,scattered clouds,25.6,-109.05,Hotel Marina Topolobampo
597,Banda Aceh,ID,79.68,overcast clouds,5.5577,95.3222,Sulthan Hotel International
598,Borba,BR,95.31,scattered clouds,-4.3878,-59.5939,Hotel da Amazônia
599,Moranbah,AU,58.46,clear sky,-22.0016,148.0466,Direct Hotels - Monterey Moranbah
600,Coruripe,BR,73.8,few clouds,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
601,Luganville,VU,69.28,broken clouds,-15.5333,167.1667,The Espiritu Hotel
602,Fort Saint James,CA,86.77,overcast clouds,54.4333,-124.25,The View Hotel
603,Soc Trang,VN,78.76,few clouds,9.6033,105.98,Phu Quy Hotel
604,La Colmena,PY,70.99,scattered clouds,-25.8833,-56.8167,Fujimi Hotel
605,Okha,RU,50.92,broken clouds,53.5739,142.9478,Империя
606,Liverpool,GB,62.69,scattered clouds,53.4106,-2.9779,Premier Inn Liverpool City Centre (Moorfields) hotel
607,Gucheng,CN,79.0,overcast clouds,35.9115,111.3192,古城宾馆
608,Sotuta,MX,92.41,overcast clouds,20.6,-89.0167,"Posada ""Las Palmas"""
609,Monywa,MM,79.83,light rain,22.1167,95.1333,Monywa Hotel
610,Winslow,US,89.96,clear sky,35.0242,-110.6974,Best Western Plus Winslow Inn
612,Severo-Kurilsk,RU,53.35,clear sky,50.6789,156.125,Kak Doma
613,Altamira,BR,88.39,overcast clouds,-3.2033,-52.2064,Requinte Hotel
614,Gomel,BY,73.38,clear sky,52.4345,30.9754,Amaks Vizit Hotel
616,Barpali,IN,75.65,broken clouds,21.2,83.5833,GREEN HOUSE LODGE
617,Waynesville,US,81.27,overcast clouds,35.4887,-82.9887,Best Western Smoky Mountain Inn
618,Arlit,NE,95.27,scattered clouds,18.7369,7.3853,Case de Passage De la Prefecture
620,Valdemarpils,LV,62.02,overcast clouds,57.3707,22.5919,Guest House Laumas
621,Garowe,SO,83.71,scattered clouds,8.4054,48.4845,Curubo Hotel
622,Taksimo,RU,53.94,light rain,56.3444,114.8794,"Gostinitsa ""Viktoriya"""
623,Lamu,KE,75.42,broken clouds,-2.2717,40.902,Lamu House
624,Zhuhai,CN,85.05,scattered clouds,22.2769,113.5678,Nanyang Seascape Hotel Zhuhai Hotel
625,Sibolga,ID,74.5,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
626,Mnogovershinnyy,RU,49.3,overcast clouds,53.9353,139.9242,Obshchezhitiye 14
627,Gulu,UG,71.11,overcast clouds,2.7746,32.299,ACHOLI INN
628,Korsakov,RU,60.64,broken clouds,46.6328,142.7813,Hotel Asino
629,The Valley,AI,87.66,clear sky,18.217,-63.0578,CeBlue Villas & Beach Resort
630,Katakwi,UG,68.74,overcast clouds,1.8911,33.9661,Ebenezer Guest House
632,Namibe,AO,69.12,scattered clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
633,Roma,US,66.06,light rain,43.2128,-75.4557,Wingate By Wyndham Rome
635,Harer,ET,61.18,broken clouds,9.3094,42.1258,Amir Cultural Harari Guesthouse
636,Wanning,CN,80.56,overcast clouds,18.8003,110.3967,Paradise Hotel
638,Altay,CN,58.96,scattered clouds,47.8667,88.1167,Jinqiao Hotel
639,Dongli,CN,81.52,overcast clouds,23.5656,116.8194,Chenghai Shizhang Donghuaqiao Hostel
640,Shunyi,CN,71.55,clear sky,40.125,116.6453,Beijing Mingchen Holiday Hotel
641,Vagur,FO,49.95,broken clouds,61.4732,-6.8119,The Scouts House Camping
643,Stromness,GB,52.05,overcast clouds,58.965,-3.296,The Old Smokery
644,Belyy Yar,RU,57.09,clear sky,53.6039,91.3903,Pasportnyy Stol
645,Xiongyue,CN,70.39,clear sky,40.1774,122.1228,Samsung Business Hotel
647,Bentiu,SS,71.4,light rain,9.2333,29.8333,Mandela hôtel
649,Asfi,MA,68.34,overcast clouds,32.2994,-9.2372,Hôtel Abda
650,Kathu,TH,83.7,overcast clouds,7.9178,98.3332,Novotel Phuket Resort
651,Mar De Espanha,BR,63.55,scattered clouds,-21.8672,-43.0097,Pousada Ayuruoca
652,Dillon,US,96.94,few clouds,34.4166,-79.3712,Dillon Express Inn
653,Fengzhen,CN,56.8,scattered clouds,40.4394,113.1536,Feng Zhen Hotel
654,Nanakuli,US,82.35,scattered clouds,21.3906,-158.1547,Camp Pālehua
655,Muros,ES,65.08,overcast clouds,42.7762,-9.0603,Apartment Av. Castelao
656,Alihe,CN,47.01,clear sky,50.5667,123.7167,Alihe Forestry Hotel
658,Kilis,TR,84.43,clear sky,36.7161,37.115,Kilis Konağı Butik Otel
659,Bandarbeyla,SO,80.15,clear sky,9.4942,50.8122,JABIR HOTEL
660,Bowen,AU,67.35,few clouds,-20.0167,148.2333,Castle Motor Lodge Motel
661,Andenes,NO,46.38,broken clouds,69.3143,16.1194,Hotell Marena
662,Viedma,AR,59.05,clear sky,-40.8135,-62.9967,Hotel Cristal
665,Starovelichkovskaya,RU,81.16,clear sky,45.4288,38.7326,Yubileynaya Hotel
666,Zaysan,KZ,66.58,clear sky,47.4667,84.8667,Ерлан үй
667,Khani,GE,63.97,overcast clouds,41.9563,42.9566,კურორტი ზეკარი/Resort Zekari
668,Osmaniye,TR,81.52,clear sky,37.0742,36.2478,Osmaniye Ogretmenevi ve Aksam Sanat Okulu
670,Beringovskiy,RU,45.57,scattered clouds,63.05,179.3167,Beringgorski
671,Bettendorf,US,82.29,scattered clouds,41.5245,-90.5157,Sonesta Select Bettendorf
674,Strzegom,PL,59.72,overcast clouds,50.9626,16.3501,Strzegom Apartments
675,Imeni Poliny Osipenko,RU,50.41,overcast clouds,52.4201,136.4853,Yubileynaya
676,Nicoya,CR,89.15,overcast clouds,10.1483,-85.452,Guayacan Real
677,Port Blair,IN,81.81,overcast clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
678,Dzilam Gonzalez,MX,84.85,broken clouds,21.2833,-88.9333,posadas
679,High Level,CA,91.8,clear sky,58.5169,-117.136,Days Inn by Wyndham High Level
